trial,byte_idx,bit_idx,original_outcome,defended_outcome
5296,349,5,silent_wrong_output,integrity_check_abort
5299,601,2,silent_wrong_output,integrity_check_abort
5302,342,6,silent_wrong_output,integrity_check_abort
5304,446,4,silent_wrong_output,integrity_check_abort
5308,98,1,silent_wrong_output,integrity_check_abort
5309,175,7,silent_wrong_output,integrity_check_abort
5310,458,3,silent_wrong_output,integrity_check_abort
5311,569,6,silent_wrong_output,integrity_check_abort
5314,167,7,silent_wrong_output,integrity_check_abort
5315,304,2,silent_wrong_output,integrity_check_abort
5318,181,7,silent_wrong_output,integrity_check_abort
5320,472,0,silent_wrong_output,integrity_check_abort
5322,744,1,silent_wrong_output,integrity_check_abort
5324,304,6,silent_wrong_output,integrity_check_abort
5325,152,3,silent_wrong_output,integrity_check_abort
5326,339,0,silent_wrong_output,integrity_check_abort
5330,372,7,silent_wrong_output,integrity_check_abort
5333,755,1,silent_wrong_output,integrity_check_abort
5337,362,5,silent_wrong_output,integrity_check_abort
5338,25,6,silent_wrong_output,integrity_check_abort
5339,338,3,silent_wrong_output,integrity_check_abort
5340,332,4,silent_wrong_output,integrity_check_abort
5341,256,7,silent_wrong_output,integrity_check_abort
5342,67,3,silent_wrong_output,integrity_check_abort
5344,11,7,silent_wrong_output,integrity_check_abort
5346,697,5,silent_wrong_output,integrity_check_abort
5347,127,1,silent_wrong_output,integrity_check_abort
5348,243,6,silent_wrong_output,integrity_check_abort
5351,292,1,silent_wrong_output,integrity_check_abort
5353,56,3,silent_wrong_output,integrity_check_abort
5354,348,3,silent_wrong_output,integrity_check_abort
5355,235,7,silent_wrong_output,integrity_check_abort
5356,365,3,silent_wrong_output,integrity_check_abort
5357,50,2,silent_wrong_output,integrity_check_abort
5358,379,1,silent_wrong_output,integrity_check_abort
5359,649,6,silent_wrong_output,integrity_check_abort
5360,136,3,silent_wrong_output,integrity_check_abort
5363,192,7,silent_wrong_output,integrity_check_abort
5369,42,3,silent_wrong_output,integrity_check_abort
5372,38,1,silent_wrong_output,integrity_check_abort
5373,70,3,silent_wrong_output,integrity_check_abort
5374,581,3,silent_wrong_output,integrity_check_abort
5375,36,0,silent_wrong_output,integrity_check_abort
5377,212,3,silent_wrong_output,integrity_check_abort
5378,292,6,silent_wrong_output,integrity_check_abort
5380,421,7,silent_wrong_output,integrity_check_abort
5382,153,5,silent_wrong_output,integrity_check_abort
5383,134,1,silent_wrong_output,integrity_check_abort
5386,390,2,silent_wrong_output,integrity_check_abort
5390,24,2,silent_wrong_output,integrity_check_abort
5395,663,2,silent_wrong_output,integrity_check_abort
5396,632,5,silent_wrong_output,integrity_check_abort
5401,388,1,silent_wrong_output,integrity_check_abort
5402,684,0,silent_wrong_output,integrity_check_abort
5404,33,3,silent_wrong_output,integrity_check_abort
5405,169,2,silent_wrong_output,integrity_check_abort
5409,166,4,silent_wrong_output,integrity_check_abort
5411,604,3,silent_wrong_output,integrity_check_abort
5412,318,6,silent_wrong_output,integrity_check_abort
5414,223,3,silent_wrong_output,integrity_check_abort
5415,106,4,silent_wrong_output,integrity_check_abort
5417,618,5,silent_wrong_output,integrity_check_abort
5418,86,7,silent_wrong_output,integrity_check_abort
5419,110,2,silent_wrong_output,integrity_check_abort
5420,431,2,silent_wrong_output,integrity_check_abort
5422,755,3,silent_wrong_output,integrity_check_abort
5424,97,6,silent_wrong_output,integrity_check_abort
5425,440,3,silent_wrong_output,integrity_check_abort
5427,490,2,silent_wrong_output,integrity_check_abort
5430,654,6,silent_wrong_output,integrity_check_abort
5433,424,6,silent_wrong_output,integrity_check_abort
5438,549,3,silent_wrong_output,integrity_check_abort
5440,74,4,silent_wrong_output,integrity_check_abort
5442,147,7,silent_wrong_output,integrity_check_abort
5443,665,1,silent_wrong_output,integrity_check_abort
5447,669,3,silent_wrong_output,integrity_check_abort
5448,642,2,silent_wrong_output,integrity_check_abort
5451,467,3,silent_wrong_output,integrity_check_abort
5452,506,4,silent_wrong_output,integrity_check_abort
5454,638,5,silent_wrong_output,integrity_check_abort
5456,125,6,silent_wrong_output,integrity_check_abort
5457,540,1,silent_wrong_output,integrity_check_abort
5458,69,7,silent_wrong_output,integrity_check_abort
5459,288,3,silent_wrong_output,integrity_check_abort
5460,721,4,silent_wrong_output,integrity_check_abort
5464,497,2,silent_wrong_output,integrity_check_abort
5466,240,5,silent_wrong_output,integrity_check_abort
5468,84,0,silent_wrong_output,integrity_check_abort
5471,395,2,silent_wrong_output,integrity_check_abort
5473,382,0,silent_wrong_output,integrity_check_abort
5474,408,0,silent_wrong_output,integrity_check_abort
5475,679,3,silent_wrong_output,integrity_check_abort
5478,172,0,silent_wrong_output,integrity_check_abort
5481,247,2,silent_wrong_output,integrity_check_abort
5482,595,7,silent_wrong_output,integrity_check_abort
5485,391,2,silent_wrong_output,integrity_check_abort
5487,606,4,silent_wrong_output,integrity_check_abort
5488,45,3,silent_wrong_output,integrity_check_abort
5489,529,0,silent_wrong_output,integrity_check_abort
5492,732,0,silent_wrong_output,integrity_check_abort
5496,40,7,silent_wrong_output,integrity_check_abort
5498,305,4,silent_wrong_output,integrity_check_abort
5500,231,4,silent_wrong_output,integrity_check_abort
5503,27,4,silent_wrong_output,integrity_check_abort
5505,240,4,silent_wrong_output,integrity_check_abort
5507,478,5,silent_wrong_output,integrity_check_abort
5508,81,7,silent_wrong_output,integrity_check_abort
5513,438,1,silent_wrong_output,integrity_check_abort
5516,87,4,silent_wrong_output,integrity_check_abort
5517,221,1,silent_wrong_output,integrity_check_abort
5518,229,0,silent_wrong_output,integrity_check_abort
5519,449,4,silent_wrong_output,integrity_check_abort
5528,468,5,silent_wrong_output,integrity_check_abort
5529,241,1,silent_wrong_output,integrity_check_abort
5533,540,7,silent_wrong_output,integrity_check_abort
5538,3,3,silent_wrong_output,integrity_check_abort
5539,431,4,silent_wrong_output,integrity_check_abort
5542,432,6,silent_wrong_output,integrity_check_abort
5544,50,0,silent_wrong_output,integrity_check_abort
5546,180,5,silent_wrong_output,integrity_check_abort
5547,88,5,silent_wrong_output,integrity_check_abort
5549,57,5,silent_wrong_output,integrity_check_abort
5551,538,5,silent_wrong_output,integrity_check_abort
5555,204,4,silent_wrong_output,integrity_check_abort
5560,505,1,silent_wrong_output,integrity_check_abort
5561,620,6,silent_wrong_output,integrity_check_abort
5562,105,3,silent_wrong_output,integrity_check_abort
5563,708,1,silent_wrong_output,integrity_check_abort
5564,344,3,silent_wrong_output,integrity_check_abort
5565,147,0,silent_wrong_output,integrity_check_abort
5566,27,3,silent_wrong_output,integrity_check_abort
5570,469,1,silent_wrong_output,integrity_check_abort
5573,126,3,silent_wrong_output,integrity_check_abort
5575,407,5,silent_wrong_output,integrity_check_abort
5581,401,4,silent_wrong_output,integrity_check_abort
5583,390,3,silent_wrong_output,integrity_check_abort
5587,568,3,silent_wrong_output,integrity_check_abort
5590,393,7,silent_wrong_output,integrity_check_abort
5591,657,5,silent_wrong_output,integrity_check_abort
5593,598,4,silent_wrong_output,integrity_check_abort
5594,266,1,silent_wrong_output,integrity_check_abort
5596,263,7,silent_wrong_output,integrity_check_abort
5597,178,2,silent_wrong_output,integrity_check_abort
5601,700,3,silent_wrong_output,integrity_check_abort
5605,437,3,silent_wrong_output,integrity_check_abort
5606,294,2,silent_wrong_output,integrity_check_abort
5607,576,4,silent_wrong_output,integrity_check_abort
5608,574,5,silent_wrong_output,integrity_check_abort
5613,427,4,silent_wrong_output,integrity_check_abort
5617,396,3,silent_wrong_output,integrity_check_abort
5618,729,1,silent_wrong_output,integrity_check_abort
5622,32,4,silent_wrong_output,integrity_check_abort
5623,343,1,silent_wrong_output,integrity_check_abort
5625,546,7,silent_wrong_output,integrity_check_abort
5626,395,1,silent_wrong_output,integrity_check_abort
5627,514,6,silent_wrong_output,integrity_check_abort
5628,635,0,silent_wrong_output,integrity_check_abort
5629,186,1,silent_wrong_output,integrity_check_abort
5630,499,7,silent_wrong_output,integrity_check_abort
5631,324,1,silent_wrong_output,integrity_check_abort
5633,739,6,silent_wrong_output,integrity_check_abort
5635,92,0,silent_wrong_output,integrity_check_abort
5637,716,6,silent_wrong_output,integrity_check_abort
5638,460,2,silent_wrong_output,integrity_check_abort
5639,139,3,silent_wrong_output,integrity_check_abort
5642,98,1,silent_wrong_output,integrity_check_abort
5643,127,5,silent_wrong_output,integrity_check_abort
5644,173,4,silent_wrong_output,integrity_check_abort
5646,219,0,silent_wrong_output,integrity_check_abort
5647,608,7,silent_wrong_output,integrity_check_abort
5649,48,7,silent_wrong_output,integrity_check_abort
5650,533,5,silent_wrong_output,integrity_check_abort
5653,422,2,silent_wrong_output,integrity_check_abort
5656,71,4,silent_wrong_output,integrity_check_abort
5660,19,3,silent_wrong_output,integrity_check_abort
5661,606,6,silent_wrong_output,integrity_check_abort
5663,72,5,silent_wrong_output,integrity_check_abort
5665,726,3,silent_wrong_output,integrity_check_abort
5666,134,3,silent_wrong_output,integrity_check_abort
5668,368,7,silent_wrong_output,integrity_check_abort
5669,546,2,silent_wrong_output,integrity_check_abort
5671,174,4,silent_wrong_output,integrity_check_abort
5673,639,7,silent_wrong_output,integrity_check_abort
5676,93,5,silent_wrong_output,integrity_check_abort
5677,215,3,silent_wrong_output,integrity_check_abort
5679,506,3,silent_wrong_output,integrity_check_abort
5681,469,0,silent_wrong_output,integrity_check_abort
5685,735,3,silent_wrong_output,integrity_check_abort
5686,564,3,silent_wrong_output,integrity_check_abort
5689,705,3,silent_wrong_output,integrity_check_abort
5690,300,5,silent_wrong_output,integrity_check_abort
5691,677,6,silent_wrong_output,integrity_check_abort
5692,395,5,silent_wrong_output,integrity_check_abort
5693,482,3,silent_wrong_output,integrity_check_abort
5695,635,0,silent_wrong_output,integrity_check_abort
5698,635,0,silent_wrong_output,integrity_check_abort
5699,578,2,silent_wrong_output,integrity_check_abort
5700,99,2,silent_wrong_output,integrity_check_abort
5703,425,5,silent_wrong_output,integrity_check_abort
5704,573,7,silent_wrong_output,integrity_check_abort
5705,233,2,silent_wrong_output,integrity_check_abort
5709,198,3,silent_wrong_output,integrity_check_abort
5711,660,4,silent_wrong_output,integrity_check_abort
5713,384,4,silent_wrong_output,integrity_check_abort
5716,522,5,silent_wrong_output,integrity_check_abort
5720,567,0,silent_wrong_output,integrity_check_abort
5722,654,3,silent_wrong_output,integrity_check_abort
5724,65,4,silent_wrong_output,integrity_check_abort
5727,30,4,silent_wrong_output,integrity_check_abort
5729,77,1,silent_wrong_output,integrity_check_abort
5730,98,3,silent_wrong_output,integrity_check_abort
5732,136,7,silent_wrong_output,integrity_check_abort
5733,249,4,silent_wrong_output,integrity_check_abort
5736,76,1,silent_wrong_output,integrity_check_abort
5737,53,4,silent_wrong_output,integrity_check_abort
5738,655,3,silent_wrong_output,integrity_check_abort
5739,664,7,silent_wrong_output,integrity_check_abort
5740,250,1,silent_wrong_output,integrity_check_abort
5741,624,4,silent_wrong_output,integrity_check_abort
5743,139,1,silent_wrong_output,integrity_check_abort
5746,297,7,silent_wrong_output,integrity_check_abort
5748,693,1,silent_wrong_output,integrity_check_abort
5749,248,4,silent_wrong_output,integrity_check_abort
5750,527,4,silent_wrong_output,integrity_check_abort
5753,661,6,silent_wrong_output,integrity_check_abort
5756,763,4,silent_wrong_output,integrity_check_abort
5757,578,2,silent_wrong_output,integrity_check_abort
5758,744,2,silent_wrong_output,integrity_check_abort
5759,435,1,silent_wrong_output,integrity_check_abort
5762,745,3,silent_wrong_output,integrity_check_abort
5763,60,6,silent_wrong_output,integrity_check_abort
5764,755,6,silent_wrong_output,integrity_check_abort
5766,164,7,silent_wrong_output,integrity_check_abort
5771,622,0,silent_wrong_output,integrity_check_abort
5772,612,7,silent_wrong_output,integrity_check_abort
5774,61,7,silent_wrong_output,integrity_check_abort
5775,613,5,silent_wrong_output,integrity_check_abort
5776,15,0,silent_wrong_output,integrity_check_abort
5778,126,2,silent_wrong_output,integrity_check_abort
5783,15,3,silent_wrong_output,integrity_check_abort
5784,60,1,silent_wrong_output,integrity_check_abort
5787,352,4,silent_wrong_output,integrity_check_abort
5788,612,3,silent_wrong_output,integrity_check_abort
5789,676,7,silent_wrong_output,integrity_check_abort
5790,120,2,silent_wrong_output,integrity_check_abort
5791,549,2,silent_wrong_output,integrity_check_abort
5793,347,7,silent_wrong_output,integrity_check_abort
5795,138,2,silent_wrong_output,integrity_check_abort
5796,258,0,silent_wrong_output,integrity_check_abort
5800,82,2,silent_wrong_output,integrity_check_abort
5803,103,2,silent_wrong_output,integrity_check_abort
5804,499,3,silent_wrong_output,integrity_check_abort
5805,434,5,silent_wrong_output,integrity_check_abort
5810,52,3,silent_wrong_output,integrity_check_abort
5811,715,1,silent_wrong_output,integrity_check_abort
5813,488,6,silent_wrong_output,integrity_check_abort
5816,429,3,silent_wrong_output,integrity_check_abort
5818,289,7,silent_wrong_output,integrity_check_abort
5819,393,3,silent_wrong_output,integrity_check_abort
5827,666,0,silent_wrong_output,integrity_check_abort
5830,538,7,silent_wrong_output,integrity_check_abort
5832,135,5,silent_wrong_output,integrity_check_abort
5838,722,5,silent_wrong_output,integrity_check_abort
5840,720,7,silent_wrong_output,integrity_check_abort
5844,275,0,silent_wrong_output,integrity_check_abort
5847,258,7,silent_wrong_output,integrity_check_abort
5849,671,6,silent_wrong_output,integrity_check_abort
5850,93,2,silent_wrong_output,integrity_check_abort
5851,677,4,silent_wrong_output,integrity_check_abort
5853,63,2,silent_wrong_output,integrity_check_abort
5855,114,0,silent_wrong_output,integrity_check_abort
5859,54,3,silent_wrong_output,integrity_check_abort
5861,52,3,silent_wrong_output,integrity_check_abort
5862,201,5,silent_wrong_output,integrity_check_abort
5863,319,3,silent_wrong_output,integrity_check_abort
5866,320,4,silent_wrong_output,integrity_check_abort
5868,417,7,silent_wrong_output,integrity_check_abort
5869,672,1,silent_wrong_output,integrity_check_abort
5870,429,7,silent_wrong_output,integrity_check_abort
5872,720,0,silent_wrong_output,integrity_check_abort
5873,30,7,silent_wrong_output,integrity_check_abort
5874,699,6,silent_wrong_output,integrity_check_abort
5876,167,6,silent_wrong_output,integrity_check_abort
5878,173,1,silent_wrong_output,integrity_check_abort
5879,622,4,silent_wrong_output,integrity_check_abort
5882,299,2,silent_wrong_output,integrity_check_abort
5883,405,5,silent_wrong_output,integrity_check_abort
5888,199,3,silent_wrong_output,integrity_check_abort
5889,35,4,silent_wrong_output,integrity_check_abort
5890,652,3,silent_wrong_output,integrity_check_abort
5891,507,1,silent_wrong_output,integrity_check_abort
5892,36,3,silent_wrong_output,integrity_check_abort
5893,750,5,silent_wrong_output,integrity_check_abort
5894,332,1,silent_wrong_output,integrity_check_abort
5896,544,0,silent_wrong_output,integrity_check_abort
5897,348,3,silent_wrong_output,integrity_check_abort
5898,412,5,silent_wrong_output,integrity_check_abort
5901,545,7,silent_wrong_output,integrity_check_abort
5902,115,4,silent_wrong_output,integrity_check_abort
5905,497,7,silent_wrong_output,integrity_check_abort
5907,508,0,silent_wrong_output,integrity_check_abort
5909,255,0,silent_wrong_output,integrity_check_abort
5911,314,3,silent_wrong_output,integrity_check_abort
5912,77,5,silent_wrong_output,integrity_check_abort
5913,513,2,silent_wrong_output,integrity_check_abort
5916,26,6,silent_wrong_output,integrity_check_abort
5918,758,6,silent_wrong_output,integrity_check_abort
5920,417,4,silent_wrong_output,integrity_check_abort
5921,379,1,silent_wrong_output,integrity_check_abort
5922,728,3,silent_wrong_output,integrity_check_abort
5923,479,1,silent_wrong_output,integrity_check_abort
5924,176,6,silent_wrong_output,integrity_check_abort
5925,509,6,silent_wrong_output,integrity_check_abort
5926,181,2,silent_wrong_output,integrity_check_abort
5927,242,0,silent_wrong_output,integrity_check_abort
5929,699,3,silent_wrong_output,integrity_check_abort
5930,622,2,silent_wrong_output,integrity_check_abort
5933,208,3,silent_wrong_output,integrity_check_abort
5934,237,4,silent_wrong_output,integrity_check_abort
5935,334,2,silent_wrong_output,integrity_check_abort
5936,719,7,silent_wrong_output,integrity_check_abort
5937,498,0,silent_wrong_output,integrity_check_abort
5938,325,5,silent_wrong_output,integrity_check_abort
5939,549,1,silent_wrong_output,integrity_check_abort
5941,113,2,silent_wrong_output,integrity_check_abort
5945,637,0,silent_wrong_output,integrity_check_abort
5946,531,5,silent_wrong_output,integrity_check_abort
5947,86,3,silent_wrong_output,integrity_check_abort
5949,404,5,silent_wrong_output,integrity_check_abort
5950,397,6,silent_wrong_output,integrity_check_abort
5951,101,3,silent_wrong_output,integrity_check_abort
5953,680,5,silent_wrong_output,integrity_check_abort
5955,9,5,silent_wrong_output,integrity_check_abort
5957,764,7,silent_wrong_output,integrity_check_abort
5961,91,4,silent_wrong_output,integrity_check_abort
5962,229,5,silent_wrong_output,integrity_check_abort
5963,731,0,silent_wrong_output,integrity_check_abort
5964,481,5,silent_wrong_output,integrity_check_abort
5965,266,0,silent_wrong_output,integrity_check_abort
5968,51,5,silent_wrong_output,integrity_check_abort
5969,529,4,silent_wrong_output,integrity_check_abort
5970,78,4,silent_wrong_output,integrity_check_abort
5972,595,4,silent_wrong_output,integrity_check_abort
5974,141,1,silent_wrong_output,integrity_check_abort
5975,461,2,silent_wrong_output,integrity_check_abort
5981,597,7,silent_wrong_output,integrity_check_abort
5983,618,3,silent_wrong_output,integrity_check_abort
5985,59,3,silent_wrong_output,integrity_check_abort
5986,204,0,silent_wrong_output,integrity_check_abort
5987,529,0,silent_wrong_output,integrity_check_abort
5988,755,1,silent_wrong_output,integrity_check_abort
5989,126,3,silent_wrong_output,integrity_check_abort
5992,401,4,silent_wrong_output,integrity_check_abort
5997,302,1,silent_wrong_output,integrity_check_abort
5998,104,5,silent_wrong_output,integrity_check_abort
5999,420,3,silent_wrong_output,integrity_check_abort
6003,170,4,silent_wrong_output,integrity_check_abort
6004,731,1,silent_wrong_output,integrity_check_abort
6009,209,4,silent_wrong_output,integrity_check_abort
6016,432,3,silent_wrong_output,integrity_check_abort
6018,423,0,silent_wrong_output,integrity_check_abort
6019,566,0,silent_wrong_output,integrity_check_abort
6020,320,2,silent_wrong_output,integrity_check_abort
6021,524,1,silent_wrong_output,integrity_check_abort
6023,538,7,silent_wrong_output,integrity_check_abort
6024,640,6,silent_wrong_output,integrity_check_abort
6025,422,7,silent_wrong_output,integrity_check_abort
6026,32,0,silent_wrong_output,integrity_check_abort
6030,649,4,silent_wrong_output,integrity_check_abort
6034,420,4,silent_wrong_output,integrity_check_abort
6035,521,1,silent_wrong_output,integrity_check_abort
6036,743,0,silent_wrong_output,integrity_check_abort
6037,738,3,silent_wrong_output,integrity_check_abort
6039,364,0,silent_wrong_output,integrity_check_abort
6040,450,0,silent_wrong_output,integrity_check_abort
6042,323,7,silent_wrong_output,integrity_check_abort
6043,474,2,silent_wrong_output,integrity_check_abort
6048,685,3,silent_wrong_output,integrity_check_abort
6049,226,1,silent_wrong_output,integrity_check_abort
6050,239,6,silent_wrong_output,integrity_check_abort
6051,487,4,silent_wrong_output,integrity_check_abort
6054,110,1,silent_wrong_output,integrity_check_abort
6057,13,5,silent_wrong_output,integrity_check_abort
6061,192,4,silent_wrong_output,integrity_check_abort
6065,573,2,silent_wrong_output,integrity_check_abort
6066,481,5,silent_wrong_output,integrity_check_abort
6067,442,4,silent_wrong_output,integrity_check_abort
6070,288,2,silent_wrong_output,integrity_check_abort
6072,126,1,silent_wrong_output,integrity_check_abort
6074,387,3,silent_wrong_output,integrity_check_abort
6075,406,7,silent_wrong_output,integrity_check_abort
6076,368,7,silent_wrong_output,integrity_check_abort
6078,470,3,silent_wrong_output,integrity_check_abort
6079,492,5,silent_wrong_output,integrity_check_abort
6082,610,7,silent_wrong_output,integrity_check_abort
6083,310,3,silent_wrong_output,integrity_check_abort
6086,657,4,silent_wrong_output,integrity_check_abort
6088,221,2,silent_wrong_output,integrity_check_abort
6089,174,4,silent_wrong_output,integrity_check_abort
6094,550,2,silent_wrong_output,integrity_check_abort
6096,583,7,silent_wrong_output,integrity_check_abort
6097,745,6,silent_wrong_output,integrity_check_abort
6098,437,0,silent_wrong_output,integrity_check_abort
6100,638,6,silent_wrong_output,integrity_check_abort
6105,103,3,silent_wrong_output,integrity_check_abort
6107,594,2,silent_wrong_output,integrity_check_abort
6108,296,4,silent_wrong_output,integrity_check_abort
6112,378,1,silent_wrong_output,integrity_check_abort
6113,374,4,silent_wrong_output,integrity_check_abort
6114,55,0,silent_wrong_output,integrity_check_abort
6117,172,5,silent_wrong_output,integrity_check_abort
6118,481,6,silent_wrong_output,integrity_check_abort
6120,423,4,silent_wrong_output,integrity_check_abort
6122,152,3,silent_wrong_output,integrity_check_abort
6124,34,2,silent_wrong_output,integrity_check_abort
6126,604,5,silent_wrong_output,integrity_check_abort
6127,673,1,silent_wrong_output,integrity_check_abort
6132,298,3,silent_wrong_output,integrity_check_abort
6133,591,7,silent_wrong_output,integrity_check_abort
6134,80,0,silent_wrong_output,integrity_check_abort
6136,610,2,silent_wrong_output,integrity_check_abort
6138,588,4,silent_wrong_output,integrity_check_abort
6139,120,1,silent_wrong_output,integrity_check_abort
6143,123,1,silent_wrong_output,integrity_check_abort
6144,212,3,silent_wrong_output,integrity_check_abort
6145,109,2,silent_wrong_output,integrity_check_abort
6152,237,7,silent_wrong_output,integrity_check_abort
6153,549,6,silent_wrong_output,integrity_check_abort
6155,221,4,silent_wrong_output,integrity_check_abort
6159,8,3,silent_wrong_output,integrity_check_abort
6162,721,4,silent_wrong_output,integrity_check_abort
6163,733,0,silent_wrong_output,integrity_check_abort
6165,245,4,silent_wrong_output,integrity_check_abort
6169,359,4,silent_wrong_output,integrity_check_abort
6170,571,2,silent_wrong_output,integrity_check_abort
6171,10,7,silent_wrong_output,integrity_check_abort
6172,185,5,silent_wrong_output,integrity_check_abort
6178,272,2,silent_wrong_output,integrity_check_abort
6181,667,4,silent_wrong_output,integrity_check_abort
6182,621,5,silent_wrong_output,integrity_check_abort
6183,366,7,silent_wrong_output,integrity_check_abort
6185,303,0,silent_wrong_output,integrity_check_abort
6190,767,4,silent_wrong_output,integrity_check_abort
6191,78,4,silent_wrong_output,integrity_check_abort
6193,456,4,silent_wrong_output,integrity_check_abort
6194,444,2,silent_wrong_output,integrity_check_abort
6196,18,5,silent_wrong_output,integrity_check_abort
6201,400,7,silent_wrong_output,integrity_check_abort
6203,162,7,silent_wrong_output,integrity_check_abort
6207,599,4,silent_wrong_output,integrity_check_abort
6213,458,5,silent_wrong_output,integrity_check_abort
6216,502,5,silent_wrong_output,integrity_check_abort
6217,414,4,silent_wrong_output,integrity_check_abort
6218,325,5,silent_wrong_output,integrity_check_abort
6220,260,5,silent_wrong_output,integrity_check_abort
6222,640,4,silent_wrong_output,integrity_check_abort
6223,118,4,silent_wrong_output,integrity_check_abort
6224,520,3,silent_wrong_output,integrity_check_abort
6226,48,1,silent_wrong_output,integrity_check_abort
6227,18,0,silent_wrong_output,integrity_check_abort
6228,162,2,silent_wrong_output,integrity_check_abort
6239,693,6,silent_wrong_output,integrity_check_abort
6241,467,7,silent_wrong_output,integrity_check_abort
6245,753,6,silent_wrong_output,integrity_check_abort
6246,525,5,silent_wrong_output,integrity_check_abort
6252,297,6,silent_wrong_output,integrity_check_abort
6255,396,3,silent_wrong_output,integrity_check_abort
6258,570,5,silent_wrong_output,integrity_check_abort
6261,299,3,silent_wrong_output,integrity_check_abort
6262,490,2,silent_wrong_output,integrity_check_abort
6263,64,4,silent_wrong_output,integrity_check_abort
6264,730,2,silent_wrong_output,integrity_check_abort
6267,588,2,silent_wrong_output,integrity_check_abort
6268,3,4,silent_wrong_output,integrity_check_abort
6269,248,1,silent_wrong_output,integrity_check_abort
6272,237,0,silent_wrong_output,integrity_check_abort
6275,401,4,silent_wrong_output,integrity_check_abort
6276,391,7,silent_wrong_output,integrity_check_abort
6278,136,7,silent_wrong_output,integrity_check_abort
6286,344,2,silent_wrong_output,integrity_check_abort
6288,251,6,silent_wrong_output,integrity_check_abort
6289,197,4,silent_wrong_output,integrity_check_abort
6290,697,0,silent_wrong_output,integrity_check_abort
6294,236,3,silent_wrong_output,integrity_check_abort
6296,20,7,silent_wrong_output,integrity_check_abort
6298,569,5,silent_wrong_output,integrity_check_abort
6300,270,1,silent_wrong_output,integrity_check_abort
6301,223,7,silent_wrong_output,integrity_check_abort
6302,50,6,silent_wrong_output,integrity_check_abort
6304,752,2,silent_wrong_output,integrity_check_abort
6306,446,2,silent_wrong_output,integrity_check_abort
6307,424,5,silent_wrong_output,integrity_check_abort
6311,709,4,silent_wrong_output,integrity_check_abort
6313,254,0,silent_wrong_output,integrity_check_abort
6314,61,0,silent_wrong_output,integrity_check_abort
6315,512,0,silent_wrong_output,integrity_check_abort
6317,431,1,silent_wrong_output,integrity_check_abort
6319,709,0,silent_wrong_output,integrity_check_abort
6321,358,0,silent_wrong_output,integrity_check_abort
6324,738,5,silent_wrong_output,integrity_check_abort
6325,519,1,silent_wrong_output,integrity_check_abort
6326,140,2,silent_wrong_output,integrity_check_abort
6336,442,2,silent_wrong_output,integrity_check_abort
6338,66,1,silent_wrong_output,integrity_check_abort
6341,560,1,silent_wrong_output,integrity_check_abort
6343,270,2,silent_wrong_output,integrity_check_abort
6346,683,0,silent_wrong_output,integrity_check_abort
6347,308,2,silent_wrong_output,integrity_check_abort
6348,285,0,silent_wrong_output,integrity_check_abort
6349,181,2,silent_wrong_output,integrity_check_abort
6352,50,0,silent_wrong_output,integrity_check_abort
6355,548,4,silent_wrong_output,integrity_check_abort
6356,76,2,silent_wrong_output,integrity_check_abort
6357,545,5,silent_wrong_output,integrity_check_abort
6360,61,4,silent_wrong_output,integrity_check_abort
6361,279,5,silent_wrong_output,integrity_check_abort
6362,160,7,silent_wrong_output,integrity_check_abort
6365,48,4,silent_wrong_output,integrity_check_abort
6366,462,5,silent_wrong_output,integrity_check_abort
6369,173,4,silent_wrong_output,integrity_check_abort
6371,277,6,silent_wrong_output,integrity_check_abort
6373,57,0,silent_wrong_output,integrity_check_abort
6374,720,2,silent_wrong_output,integrity_check_abort
6376,584,5,silent_wrong_output,integrity_check_abort
6379,414,7,silent_wrong_output,integrity_check_abort
6380,552,2,silent_wrong_output,integrity_check_abort
6381,424,1,silent_wrong_output,integrity_check_abort
6384,397,6,silent_wrong_output,integrity_check_abort
6386,556,3,silent_wrong_output,integrity_check_abort
6387,243,3,silent_wrong_output,integrity_check_abort
6388,457,7,silent_wrong_output,integrity_check_abort
6391,60,5,silent_wrong_output,integrity_check_abort
6393,458,6,silent_wrong_output,integrity_check_abort
6397,745,3,silent_wrong_output,integrity_check_abort
6399,489,2,silent_wrong_output,integrity_check_abort
6400,765,6,silent_wrong_output,integrity_check_abort
6401,555,7,silent_wrong_output,integrity_check_abort
6404,613,4,silent_wrong_output,integrity_check_abort
6405,744,6,silent_wrong_output,integrity_check_abort
6407,593,2,silent_wrong_output,integrity_check_abort
6408,568,7,silent_wrong_output,integrity_check_abort
6409,577,7,silent_wrong_output,integrity_check_abort
6416,531,0,silent_wrong_output,integrity_check_abort
6417,466,5,silent_wrong_output,integrity_check_abort
6419,607,4,silent_wrong_output,integrity_check_abort
6420,95,3,silent_wrong_output,integrity_check_abort
6422,566,3,silent_wrong_output,integrity_check_abort
6423,696,5,silent_wrong_output,integrity_check_abort
6424,28,3,silent_wrong_output,integrity_check_abort
6425,124,5,silent_wrong_output,integrity_check_abort
6428,447,1,silent_wrong_output,integrity_check_abort
6431,367,4,silent_wrong_output,integrity_check_abort
6433,250,1,silent_wrong_output,integrity_check_abort
6434,596,5,silent_wrong_output,integrity_check_abort
6435,262,6,silent_wrong_output,integrity_check_abort
6436,433,7,silent_wrong_output,integrity_check_abort
6441,105,2,silent_wrong_output,integrity_check_abort
6443,182,2,silent_wrong_output,integrity_check_abort
