trial,aggressor_count,victim_offset,row_size_bytes,frr_pqc,frr_dnn
4951,1,1,4096,0.0,0.015625
4952,8,-2,2048,0.0,0.0625
4953,1,-1,2048,0.0,0.0078125
4954,2,-1,1024,0.0,0.0078125
4955,1,-1,2048,0.0,0.0078125
4956,1,-1,4096,0.0,0.015625
4957,2,-1,4096,0.0,0.03125
4958,8,-1,2048,0.0,0.0546875
4959,8,2,2048,0.0,0.0546875
4960,2,1,2048,0.0,0.015625
4961,4,1,4096,0.0,0.0625
4962,8,-1,4096,0.0,0.125
4963,1,2,2048,0.0,0.0078125
4964,8,-2,4096,1.0,0.125
4965,1,1,1024,0.0,0.00390625
4966,1,-2,4096,0.0,0.015625
4967,2,2,4096,0.0,0.03125
4968,1,-1,4096,0.0,0.015625
4969,8,-1,2048,0.0,0.0625
4970,8,-2,4096,0.0,0.125
4971,2,2,2048,0.0,0.015625
4972,8,-1,4096,0.0,0.078125
4973,8,-1,1024,0.0,0.02734375
4974,8,2,2048,0.0,0.0625
4975,8,-2,2048,0.8639705882352942,0.0625
4976,4,-1,4096,0.0,0.0625
4977,1,-2,4096,0.0,0.015625
4978,8,-2,4096,0.0,0.109375
4979,4,-2,1024,0.0,0.015625
4980,8,-2,2048,0.0,0.0625
4981,8,2,1024,0.0,0.03125
4982,1,-1,4096,0.0,0.015625
4983,2,2,1024,0.0,0.0078125
4984,1,-1,2048,0.0,0.0078125
4985,1,2,2048,0.0,0.0078125
4986,8,-2,4096,0.0,0.109375
4987,8,-2,4096,1.0,0.125
4988,8,-2,4096,0.0,0.09375
4989,8,2,2048,0.0,0.0625
4990,4,1,1024,0.0,0.015625
4991,4,1,4096,0.0,0.0625
4992,8,2,1024,0.0,0.03125
4993,4,-1,2048,0.0,0.03125
4994,4,1,2048,0.0,0.03125
4995,1,1,2048,0.0,0.0078125
4996,4,1,4096,1.0,0.0625
4997,8,1,1024,0.0,0.03125
4998,4,-1,2048,0.0,0.03125
4999,2,-2,1024,0.0,0.0078125
5000,1,-2,4096,0.0,0.015625
5001,1,1,4096,0.0,0.015625
5002,4,1,2048,0.0,0.03125
5003,4,1,1024,0.0,0.015625
5004,8,1,1024,0.6133578431372549,0.03125
5005,8,-2,1024,0.0,0.03125
5006,2,-1,2048,0.0,0.015625
5007,8,-1,4096,0.0,0.125
5008,4,2,1024,0.0,0.015625
5009,2,1,2048,0.0,0.015625
5010,8,1,2048,0.0,0.0625
5011,1,1,1024,0.0,0.00390625
5012,4,-1,2048,0.0,0.03125
5013,8,2,4096,1.0,0.09375
5014,4,1,4096,0.0,0.0625
5015,8,2,2048,0.0,0.0546875
5016,1,1,1024,0.0,0.00390625
5017,4,1,4096,0.0,0.0625
5018,8,-2,1024,0.0,0.03125
5019,4,1,4096,0.0,0.046875
5020,8,-2,4096,0.0,0.109375
5021,2,1,1024,0.0,0.0078125
5022,4,1,4096,0.0,0.0625
5023,2,1,1024,0.0,0.0078125
5024,8,-1,2048,0.8762254901960784,0.0625
5025,1,-2,1024,0.0,0.00390625
5026,2,1,1024,0.0,0.0078125
5027,1,1,4096,0.0,0.015625
5028,4,-1,2048,0.0,0.03125
5029,1,1,2048,0.0,0.0078125
5030,2,2,2048,0.0,0.015625
5031,8,1,4096,0.0,0.125
5032,2,-2,4096,0.0,0.03125
5033,1,2,2048,0.0,0.0078125
5034,1,-1,1024,0.0,0.00390625
5035,1,1,1024,0.0,0.00390625
5036,8,2,2048,0.0,0.0625
5037,4,-1,1024,0.0,0.015625
5038,8,1,1024,0.0,0.03125
5039,1,-2,1024,0.0,0.00390625
5040,2,2,4096,0.0,0.03125
5041,1,-2,2048,0.0,0.0078125
5042,2,1,4096,0.0,0.03125
5043,4,-1,2048,0.0,0.03125
5044,8,-2,2048,0.0,0.0625
5045,2,-1,4096,0.0,0.03125
5046,8,2,4096,0.0,0.125
5047,4,-2,1024,0.0,0.015625
5048,2,-1,1024,0.0,0.0078125
5049,8,-2,2048,0.0,0.0546875
5050,2,-2,1024,0.0,0.0078125
5051,1,-2,1024,0.0,0.00390625
5052,8,1,1024,0.0,0.03125
5053,8,2,4096,0.0,0.125
5054,1,1,2048,0.0,0.0078125
5055,8,2,1024,0.0,0.0234375
5056,8,1,4096,0.0,0.109375
5057,8,-1,2048,0.0,0.0546875
5058,2,2,4096,0.0,0.03125
5059,4,-2,1024,0.0,0.015625
5060,4,1,4096,0.0,0.0625
5061,4,-2,1024,0.0,0.015625
5062,4,2,2048,0.0,0.03125
5063,4,-2,2048,0.0,0.03125
5064,4,-2,1024,0.0,0.015625
5065,4,-1,2048,0.0,0.03125
5066,4,1,1024,0.0,0.015625
5067,1,-2,2048,0.0,0.0078125
5068,1,-1,4096,0.0,0.015625
5069,8,-1,1024,0.0,0.03125
5070,8,1,2048,0.0,0.0625
5071,4,2,4096,0.0,0.046875
5072,1,1,1024,0.0,0.00390625
5073,8,1,1024,0.0,0.03125
5074,1,-1,1024,0.0,0.00390625
5075,2,2,2048,0.0,0.015625
5076,2,-2,1024,0.0,0.0078125
5077,1,-2,4096,0.0,0.015625
5078,8,-2,1024,0.0,0.03125
5079,4,-1,2048,0.0,0.03125
5080,2,-1,1024,0.0,0.00390625
5081,4,2,1024,0.0,0.015625
5082,1,1,1024,0.0,0.00390625
5083,2,-1,2048,0.9993872549019608,0.015625
5084,4,-2,1024,0.0,0.01171875
5085,2,1,1024,0.0,0.0078125
5086,8,-1,2048,0.0,0.0625
5087,1,2,2048,0.0,0.0078125
5088,1,-1,1024,0.0,0.00390625
5089,4,1,2048,0.0,0.03125
5090,8,2,2048,0.0,0.0625
5091,2,-1,4096,0.0,0.03125
5092,1,-1,2048,0.0,0.0078125
5093,8,1,4096,0.0,0.09375
5094,2,-1,1024,0.0,0.0078125
5095,1,-2,1024,0.0,0.00390625
5096,4,-1,2048,0.0,0.03125
5097,2,-2,1024,0.0,0.0078125
5098,8,1,4096,0.0,0.125
5099,2,-2,2048,0.0,0.015625
5100,4,-1,2048,0.0,0.03125
5101,4,2,2048,0.0,0.03125
5102,1,1,1024,0.0,0.00390625
5103,2,1,2048,0.0,0.015625
5104,1,1,4096,0.0,0.015625
5105,4,-1,2048,0.0,0.03125
5106,8,1,2048,0.6832107843137255,0.0625
5107,8,-2,2048,0.0,0.0625
5108,2,1,2048,0.0,0.015625
5109,2,1,4096,0.0,0.03125
5110,4,2,4096,0.0,0.046875
5111,4,2,2048,0.0,0.03125
5112,8,-2,4096,0.0,0.109375
5113,1,-1,1024,0.0,0.00390625
5114,1,1,1024,0.0,0.00390625
5115,2,-1,1024,0.0,0.0078125
5116,2,1,4096,0.0,0.03125
5117,2,2,2048,0.0,0.015625
5118,8,-1,2048,0.0,0.0625
5119,1,2,1024,0.0,0.00390625
5120,8,2,2048,0.0,0.0625
5121,4,2,1024,0.0,0.015625
5122,4,-2,2048,0.0,0.03125
5123,4,-1,2048,0.0,0.03125
5124,1,-2,4096,0.0,0.015625
5125,4,-2,4096,0.0,0.0625
5126,1,-2,1024,0.0,0.00390625
5127,4,-1,4096,0.0,0.0625
5128,4,-2,2048,0.0,0.0234375
5129,4,-1,2048,0.0,0.0234375
5130,2,2,2048,0.0,0.015625
5131,2,2,1024,0.0,0.0078125
5132,2,2,1024,0.0,0.0078125
5133,1,-2,2048,0.0,0.0078125
5134,4,1,4096,0.0,0.0625
5135,1,1,2048,0.0,0.0078125
5136,2,-2,2048,0.0,0.015625
5137,4,2,4096,0.0,0.0625
5138,1,-1,4096,0.0,0.015625
5139,8,2,2048,0.0,0.0546875
5140,2,-2,1024,0.0,0.0078125
5141,1,1,4096,0.0,0.015625
5142,4,-2,4096,0.0,0.0625
5143,4,2,4096,0.0,0.03125
5144,4,1,4096,0.0,0.0625
5145,8,-2,2048,0.0,0.0625
5146,2,-2,1024,0.0,0.0078125
5147,8,-1,1024,0.0,0.03125
5148,2,-2,4096,0.0,0.03125
5149,4,-2,2048,0.0,0.0234375
5150,1,2,2048,0.0,0.0078125
5151,4,2,2048,0.0,0.03125
5152,2,1,4096,0.0,0.03125
5153,4,2,2048,0.0,0.03125
5154,8,1,1024,0.16789215686274508,0.02734375
5155,8,-2,4096,0.0,0.09375
5156,8,1,2048,0.0,0.0625
5157,1,-2,1024,0.0,0.00390625
5158,1,2,1024,0.0,0.00390625
5159,8,-1,2048,0.0,0.0625
5160,2,-2,4096,0.0,0.03125
5161,1,-1,1024,0.0,0.00390625
5162,2,1,1024,0.0,0.0078125
5163,8,2,1024,0.0,0.03125
5164,2,1,1024,0.0,0.0078125
5165,1,-2,2048,0.0,0.0078125
5166,4,2,1024,0.0,0.015625
5167,1,2,4096,0.0,0.015625
5168,2,-1,2048,0.0,0.015625
5169,1,1,2048,0.0,0.0078125
5170,4,2,1024,0.0,0.015625
5171,2,-1,1024,0.0,0.0078125
5172,8,-2,2048,0.0,0.0625
5173,2,-2,1024,0.0,0.0078125
5174,1,1,2048,0.0,0.0078125
5175,1,2,2048,0.0,0.0078125
5176,1,1,2048,0.0,0.0078125
5177,2,1,2048,0.0,0.015625
5178,1,-1,4096,0.0,0.015625
5179,2,-1,4096,0.0,0.03125
5180,8,-2,1024,0.0,0.03125
5181,8,-1,2048,0.0,0.0625
5182,4,1,4096,0.0,0.0625
5183,8,2,4096,0.7052696078431373,0.109375
5184,8,2,1024,0.0,0.03125
5185,4,2,4096,0.0,0.0625
5186,8,-2,4096,0.0,0.109375
5187,1,2,2048,0.0,0.0078125
5188,8,-2,4096,0.0,0.109375
5189,2,1,2048,0.0,0.015625
5190,4,2,4096,0.0,0.0625
5191,8,2,4096,0.0,0.078125
5192,2,1,4096,0.0,0.03125
5193,1,-1,4096,0.0,0.015625
5194,2,1,4096,0.0,0.03125
5195,2,1,2048,0.0,0.015625
5196,8,1,2048,0.47058823529411764,0.0625
5197,8,-1,2048,0.0,0.0625
5198,4,-1,4096,0.0,0.0625
5199,8,1,2048,0.0,0.0625
5200,2,-2,1024,0.0,0.0078125
5201,2,2,4096,0.0,0.03125
5202,8,-2,4096,0.0,0.109375
5203,4,2,4096,0.6776960784313726,0.0625
5204,4,-2,1024,0.0,0.015625
5205,2,1,4096,0.0,0.03125
5206,4,-1,4096,0.6446078431372549,0.0625
5207,8,1,1024,0.0,0.03125
5208,2,-1,1024,0.0,0.0078125
5209,1,2,1024,0.0,0.00390625
5210,1,-2,4096,0.0,0.015625
5211,1,2,4096,0.0,0.015625
5212,2,1,2048,0.0,0.015625
5213,4,2,2048,0.0,0.03125
5214,8,-2,2048,0.0,0.0625
5215,1,-2,4096,0.0,0.015625
5216,8,-1,1024,0.0,0.02734375
5217,4,-1,1024,0.0,0.015625
5218,1,2,1024,0.0,0.00390625
5219,2,2,4096,0.0,0.03125
5220,2,-1,2048,0.0,0.015625
5221,8,2,4096,0.0,0.109375
5222,8,-2,4096,0.0,0.125
5223,8,1,1024,0.0,0.02734375
5224,4,-2,4096,0.0,0.0625
5225,2,1,1024,0.0,0.0078125
5226,2,-1,4096,0.0,0.03125
5227,8,-1,4096,0.0,0.109375
5228,1,-1,4096,0.0,0.015625
5229,2,-1,1024,0.0,0.0078125
5230,1,2,4096,0.0,0.015625
5231,2,2,4096,0.0,0.03125
5232,2,-1,1024,0.0,0.0078125
5233,1,-1,2048,0.0,0.0078125
5234,2,1,4096,0.0,0.03125
5235,8,1,2048,0.0,0.0625
5236,4,-2,2048,0.0,0.03125
5237,8,1,1024,0.0,0.03125
5238,8,2,2048,0.0,0.0625
5239,8,2,4096,0.0,0.125
5240,2,1,2048,0.0,0.015625
5241,8,-1,4096,0.0,0.125
5242,8,-1,4096,0.0,0.125
5243,8,1,4096,1.0,0.125
5244,2,-1,2048,0.0,0.015625
5245,1,-2,4096,0.0,0.015625
5246,4,1,1024,0.0,0.015625
5247,8,-2,2048,0.0,0.0625
5248,8,2,1024,0.0,0.03125
5249,4,-1,4096,0.0,0.0625
5250,1,-1,4096,0.0,0.015625
5251,2,-2,2048,0.0,0.015625
5252,4,-2,2048,0.0,0.03125
5253,4,2,2048,0.0,0.03125
5254,2,1,4096,0.0,0.03125
5255,2,2,1024,0.0,0.0078125
5256,1,2,4096,0.0,0.015625
5257,2,-2,1024,0.0,0.0078125
5258,4,-1,1024,0.0,0.015625
5259,1,2,4096,0.0,0.015625
5260,8,-1,4096,0.0,0.125
5261,1,1,2048,0.0,0.0078125
5262,4,1,2048,0.0,0.03125
5263,2,1,4096,0.0,0.03125
5264,8,2,4096,0.0,0.109375
5265,8,2,4096,0.0,0.109375
5266,4,1,4096,0.0,0.0625
5267,4,1,2048,0.0,0.03125
5268,4,-1,1024,0.0,0.015625
5269,4,-2,1024,0.0,0.015625
5270,1,1,2048,0.0,0.0078125
5271,2,-2,2048,0.0,0.015625
5272,1,1,4096,0.0,0.015625
5273,2,-1,1024,0.0,0.0078125
5274,4,2,4096,0.0,0.0625
5275,1,2,4096,0.0,0.015625
5276,1,1,4096,0.0,0.015625
5277,8,1,2048,0.0,0.0546875
5278,2,-1,1024,0.0,0.0078125
5279,1,-1,2048,0.0,0.0078125
5280,4,-2,2048,0.0,0.03125
5281,4,-2,2048,0.0,0.03125
5282,8,1,2048,0.0,0.0625
5283,8,2,2048,0.0,0.0625
5284,8,-2,2048,0.0,0.0625
5285,4,-1,1024,0.0,0.015625
5286,2,1,2048,0.0,0.015625
5287,8,1,1024,0.0,0.03125
5288,2,1,2048,0.0,0.015625
5289,2,1,2048,0.0,0.015625
5290,8,-2,4096,0.0,0.125
5291,8,-1,4096,0.0,0.125
5292,2,-1,2048,0.0,0.015625
5293,4,-2,1024,0.0,0.015625
5294,8,-1,4096,0.0,0.125
5295,8,-1,1024,0.0,0.03125
5296,1,2,1024,0.0,0.00390625
5297,4,-1,1024,0.0,0.015625
5298,1,2,4096,0.0,0.015625
5299,8,1,2048,0.0,0.0625
5300,1,1,1024,0.0,0.00390625
5301,8,2,1024,0.0,0.03125
5302,1,2,2048,0.0,0.0078125
5303,2,-2,4096,0.0,0.03125
5304,1,-1,2048,0.0,0.0078125
5305,8,1,1024,0.0,0.03125
5306,2,2,2048,0.0,0.0078125
5307,4,-2,2048,0.0,0.03125
5308,1,-1,1024,0.0,0.00390625
5309,2,-2,1024,0.0,0.0078125
5310,8,-2,1024,0.0,0.03125
5311,8,2,2048,0.0,0.0625
5312,1,-2,1024,0.0,0.00390625
5313,2,2,1024,0.0,0.0078125
5314,2,2,1024,0.0,0.0078125
5315,4,2,4096,0.0,0.0625
5316,4,-2,2048,0.0,0.03125
5317,1,-2,4096,0.0,0.015625
5318,8,-1,2048,0.0,0.0625
5319,1,1,1024,0.0,0.00390625
5320,2,2,1024,0.0,0.0078125
5321,8,-1,4096,0.0,0.125
5322,4,-2,2048,0.0,0.03125
5323,2,2,1024,0.0,0.0078125
5324,8,2,2048,0.0,0.0625
5325,2,1,2048,0.0,0.015625
5326,4,1,1024,0.0,0.015625
5327,1,2,4096,0.0,0.015625
5328,1,-1,1024,0.0,0.00390625
5329,2,-2,1024,0.0,0.0078125
5330,4,1,4096,1.0,0.0625
5331,8,-1,2048,0.0,0.0625
5332,2,2,1024,0.0,0.0078125
5333,8,2,1024,0.0,0.03125
5334,4,-1,2048,0.0,0.03125
5335,1,-1,4096,0.0,0.015625
5336,4,-1,1024,0.28308823529411764,0.015625
5337,4,1,2048,0.0,0.03125
5338,2,1,2048,0.0,0.015625
5339,2,1,4096,0.0,0.03125
5340,2,1,4096,0.0,0.015625
5341,4,2,1024,0.0,0.015625
5342,4,-1,2048,0.0,0.0234375
5343,2,-2,4096,1.0,0.03125
5344,2,2,2048,0.0,0.015625
5345,2,2,1024,0.0,0.0078125
5346,2,1,1024,0.0,0.0078125
5347,2,-1,2048,0.0,0.015625
5348,2,-1,4096,0.0,0.03125
5349,4,-1,1024,0.0,0.015625
5350,1,-2,1024,0.0,0.00390625
5351,4,1,1024,0.0,0.015625
5352,1,-1,2048,0.0,0.0078125
5353,2,-1,1024,0.0,0.0078125
5354,8,1,1024,0.46875,0.03125
5355,8,2,2048,0.0,0.0546875
5356,4,-2,4096,0.0,0.0625
5357,4,2,1024,0.0,0.015625
5358,1,1,2048,0.0,0.0078125
5359,2,2,2048,0.0,0.015625
5360,4,-1,4096,0.0,0.046875
5361,8,2,4096,0.0,0.125
5362,4,1,4096,0.0,0.0625
5363,8,1,1024,0.0,0.03125
5364,2,1,4096,0.0,0.03125
5365,1,-1,1024,0.0,0.00390625
5366,1,1,4096,0.0,0.015625
5367,4,2,1024,0.0,0.015625
5368,4,2,1024,0.0,0.015625
5369,2,-2,1024,0.0,0.0078125
5370,8,1,1024,0.0,0.03125
5371,4,2,2048,0.0,0.03125
5372,2,1,2048,0.0,0.015625
5373,1,-1,4096,0.0,0.015625
5374,4,-1,1024,0.0,0.015625
5375,4,1,1024,0.0,0.015625
5376,1,1,1024,0.0,0.00390625
5377,2,-1,1024,0.0,0.0078125
5378,2,-1,4096,0.0,0.03125
5379,4,-1,2048,0.0,0.03125
5380,1,-2,1024,0.0,0.00390625
5381,8,-2,1024,0.0,0.03125
5382,2,-2,4096,0.0,0.03125
5383,2,-1,2048,0.0,0.015625
5384,1,1,1024,0.0,0.00390625
5385,8,-1,4096,0.0,0.125
5386,1,2,1024,0.0,0.00390625
5387,8,-2,1024,0.0,0.03125
5388,2,-1,4096,0.0,0.03125
5389,8,-2,2048,0.0,0.0625
5390,1,-1,1024,0.0,0.00390625
5391,1,1,4096,0.0,0.015625
5392,8,-1,1024,0.0,0.03125
5393,8,-1,4096,0.0,0.109375
5394,4,1,2048,0.0,0.03125
5395,1,2,4096,0.0,0.015625
5396,8,-2,4096,0.0,0.09375
5397,2,-2,4096,0.0,0.03125
5398,8,-2,4096,0.0,0.09375
5399,8,1,2048,0.0,0.0546875
5400,8,2,1024,0.0,0.03125
5401,4,-2,2048,0.0,0.0234375
5402,4,-2,2048,0.0,0.03125
5403,4,1,4096,0.0,0.046875
5404,1,2,1024,0.0,0.00390625
5405,2,1,4096,0.0,0.03125
5406,4,2,2048,0.0,0.03125
5407,8,1,4096,0.0,0.109375
5408,4,-2,2048,0.0,0.03125
5409,4,-1,2048,0.0,0.03125
5410,1,2,1024,0.0,0.00390625
5411,2,1,4096,0.0,0.03125
5412,4,-2,1024,0.0,0.015625
5413,8,-2,1024,0.0,0.02734375
5414,2,1,2048,0.0,0.015625
5415,1,-1,1024,0.0,0.00390625
5416,2,1,4096,0.0,0.03125
5417,1,-1,2048,0.0,0.0078125
5418,4,-1,1024,0.0,0.015625
5419,4,1,1024,0.0,0.015625
5420,8,-2,1024,0.0,0.03125
5421,8,-1,2048,0.0,0.0625
5422,1,-1,2048,0.0,0.0078125
5423,1,2,1024,0.0,0.00390625
5424,2,1,4096,0.0,0.015625
5425,1,-1,2048,0.0,0.0078125
5426,8,-1,2048,0.0,0.0625
5427,1,-2,2048,0.0,0.0078125
5428,1,-2,2048,0.0,0.0078125
5429,8,-1,1024,0.0,0.03125
5430,8,2,4096,0.0,0.109375
5431,1,-2,1024,0.0,0.00390625
5432,2,-2,1024,0.0,0.0078125
5433,4,1,2048,0.0,0.03125
5434,4,-2,4096,0.5061274509803921,0.0625
5435,8,2,4096,0.0,0.125
5436,2,2,1024,0.0,0.0078125
5437,1,2,2048,0.0,0.0078125
5438,2,-1,2048,0.0,0.015625
5439,4,-1,1024,0.0,0.015625
5440,4,-1,4096,0.0,0.0625
5441,4,-2,1024,0.0,0.015625
5442,8,1,1024,0.0,0.03125
5443,8,2,1024,0.0,0.03125
5444,2,-1,4096,0.0,0.03125
5445,2,-2,1024,0.0,0.0078125
5446,4,1,4096,0.0,0.0625
5447,2,-1,4096,0.0,0.03125
5448,2,2,1024,0.0,0.0078125
5449,1,2,1024,0.0,0.00390625
5450,2,2,4096,0.0,0.03125
5451,4,-1,1024,0.0,0.015625
5452,8,2,2048,0.0,0.0625
5453,8,-2,4096,0.0,0.125
5454,2,-1,1024,0.0,0.0078125
5455,1,-1,2048,0.0,0.0078125
5456,1,2,2048,0.0,0.0078125
5457,2,1,2048,0.0,0.015625
5458,4,-1,4096,0.0,0.046875
5459,8,-2,2048,0.0,0.0390625
5460,8,2,1024,0.0,0.03125
5461,1,1,4096,0.0,0.015625
5462,4,2,2048,0.0,0.03125
5463,2,-1,1024,0.0,0.0078125
5464,1,-2,2048,0.0,0.0078125
5465,4,-1,1024,0.0,0.015625
5466,1,1,2048,0.0,0.0078125
5467,2,-2,4096,0.0,0.03125
5468,4,-2,1024,0.0,0.015625
5469,2,2,4096,0.0,0.03125
5470,4,1,4096,0.0,0.0625
5471,2,-1,4096,0.0,0.03125
5472,8,1,2048,0.0,0.0625
5473,1,1,1024,0.0,0.00390625
5474,1,-2,1024,0.0,0.00390625
5475,4,-1,4096,0.0,0.0625
5476,2,-1,2048,0.0,0.015625
5477,4,-2,2048,0.0,0.03125
5478,1,-2,4096,0.0,0.015625
5479,4,-1,4096,0.0,0.046875
5480,8,1,4096,0.0,0.125
5481,1,1,4096,0.0,0.015625
5482,2,2,4096,0.0,0.03125
5483,8,-1,1024,0.0,0.03125
5484,4,1,1024,0.0,0.015625
5485,1,2,1024,0.0,0.00390625
5486,1,1,2048,0.0,0.0078125
5487,8,2,2048,0.0,0.0625
5488,8,-2,4096,1.0,0.125
5489,2,2,4096,0.0,0.03125
5490,2,1,4096,0.0,0.03125
5491,8,1,1024,0.0,0.02734375
5492,1,-2,4096,0.0,0.015625
5493,1,1,4096,0.0,0.015625
5494,8,2,4096,0.0,0.125
5495,1,1,2048,0.0,0.0078125
5496,8,-2,4096,0.0,0.109375
5497,2,-1,2048,0.0,0.015625
5498,8,1,1024,0.0,0.0234375
5499,1,2,2048,0.0,0.0078125
5500,8,-1,1024,0.0,0.03125
5501,1,2,4096,0.0,0.015625
5502,1,2,1024,0.0,0.00390625
5503,4,-1,1024,0.0,0.015625
5504,4,-2,2048,0.0,0.03125
5505,8,2,2048,0.0,0.0546875
5506,1,1,2048,0.0,0.0078125
5507,1,2,1024,0.0,0.00390625
5508,4,2,2048,0.0,0.03125
5509,8,-1,4096,0.9859068627450981,0.09375
5510,2,-2,1024,0.0,0.0078125
5511,8,2,4096,0.4571078431372549,0.125
5512,8,1,1024,0.0,0.03125
5513,8,-2,1024,0.0,0.03125
5514,4,1,4096,0.0,0.0625
5515,4,-2,1024,0.0,0.015625
5516,4,-1,2048,0.0,0.03125
5517,4,-1,2048,0.0,0.03125
5518,4,-1,2048,0.21446078431372548,0.03125
5519,4,1,2048,0.0,0.03125
5520,2,2,2048,0.0,0.015625
5521,4,-1,4096,0.0,0.046875
5522,8,1,2048,0.0,0.0625
5523,8,2,2048,0.0,0.0625
5524,4,1,4096,0.0,0.0625
5525,1,-1,2048,0.0,0.0078125
5526,4,1,4096,0.0,0.0625
5527,2,-1,4096,0.0,0.03125
5528,1,-1,4096,0.0,0.015625
5529,1,1,2048,0.0,0.0078125
5530,4,-1,2048,0.0,0.03125
5531,8,-2,1024,0.0,0.03125
5532,4,2,1024,0.0,0.015625
5533,2,1,1024,0.0,0.0078125
5534,1,-2,2048,0.0,0.0078125
5535,4,-1,1024,0.0,0.015625
5536,1,-1,1024,0.0,0.00390625
5537,8,2,2048,0.0,0.0546875
5538,8,2,2048,0.5594362745098039,0.0625
5539,8,1,1024,0.0,0.03125
5540,2,-1,2048,0.0,0.015625
5541,1,-2,2048,0.0,0.0078125
5542,2,-2,1024,0.0,0.0078125
5543,8,-2,1024,0.0,0.03125
5544,1,2,1024,0.0,0.00390625
5545,8,-2,4096,1.0,0.125
5546,1,1,1024,0.0,0.00390625
5547,1,2,1024,0.0,0.00390625
5548,1,-1,1024,0.0,0.00390625
5549,8,1,2048,0.0,0.0625
5550,4,2,4096,0.0,0.0625
5551,2,-1,1024,0.0,0.0078125
5552,4,-1,4096,0.0,0.0625
5553,4,-2,1024,0.0,0.015625
5554,4,-1,2048,0.0,0.03125
5555,4,2,1024,0.0,0.015625
5556,1,1,1024,0.0,0.00390625
5557,2,-2,2048,0.0,0.015625
5558,4,1,2048,0.0,0.03125
5559,1,1,4096,0.0,0.015625
5560,2,-2,2048,0.5104166666666666,0.015625
5561,1,2,1024,0.0,0.00390625
5562,8,-2,2048,0.0,0.0625
5563,1,-1,4096,0.0,0.015625
5564,1,-1,2048,0.0,0.0078125
5565,4,1,2048,0.0,0.03125
5566,1,2,2048,0.0,0.0078125
5567,2,-2,2048,0.0,0.015625
5568,2,-1,4096,0.0,0.03125
5569,1,-1,2048,0.0,0.0078125
5570,8,2,2048,0.0,0.0625
5571,4,2,2048,0.0,0.0234375
5572,1,-1,2048,0.0,0.0078125
5573,4,1,4096,0.0,0.0625
5574,4,2,4096,0.0,0.0625
5575,4,2,4096,0.0,0.0625
5576,4,1,2048,0.0,0.03125
5577,8,1,4096,0.0,0.125
5578,2,2,1024,0.0,0.0078125
5579,2,-2,1024,0.0,0.0078125
5580,4,-1,1024,0.0,0.015625
5581,8,1,2048,0.0,0.0625
5582,4,-2,4096,0.0,0.0625
5583,1,1,1024,0.0,0.00390625
5584,2,2,1024,0.0,0.0078125
5585,4,-2,2048,0.0,0.03125
5586,1,2,4096,0.0,0.015625
5587,8,-1,1024,0.0,0.02734375
5588,8,2,4096,1.0,0.109375
5589,8,1,1024,0.0,0.03125
5590,1,-2,1024,0.0,0.00390625
5591,4,1,2048,0.0,0.03125
5592,4,-2,4096,0.0,0.046875
5593,4,-2,4096,0.0,0.0625
5594,8,2,1024,0.0,0.03125
5595,2,2,1024,0.0,0.0078125
5596,4,-2,2048,0.0,0.03125
5597,4,-1,2048,0.0,0.03125
5598,8,-2,1024,0.0,0.02734375
5599,8,-1,2048,0.0,0.0625
5600,2,2,1024,0.0,0.0078125
5601,8,-2,4096,0.0,0.09375
5602,1,1,1024,0.0,0.00390625
5603,2,2,2048,0.0,0.015625
5604,4,2,2048,0.0,0.03125
5605,1,-1,1024,0.0,0.00390625
5606,2,1,2048,0.0,0.015625
5607,4,-1,1024,0.0,0.015625
5608,4,-2,2048,0.0,0.03125
5609,1,-2,2048,0.0,0.0078125
5610,2,1,1024,0.0,0.0078125
5611,1,1,1024,0.0,0.00390625
5612,4,1,1024,0.0,0.015625
5613,2,2,4096,0.0,0.03125
5614,4,1,1024,0.0,0.015625
5615,4,-1,4096,0.0,0.0625
5616,8,-1,2048,0.0,0.0625
5617,1,2,4096,0.0,0.015625
5618,8,2,4096,0.0,0.109375
5619,1,-2,1024,0.0,0.00390625
5620,1,2,2048,0.0,0.0078125
5621,1,-2,4096,0.0,0.015625
5622,1,2,1024,0.0,0.00390625
5623,8,1,2048,0.0,0.0625
5624,1,1,2048,0.0,0.0078125
5625,4,1,1024,0.0,0.015625
5626,2,1,4096,0.0,0.03125
5627,1,-1,1024,0.0,0.00390625
5628,2,2,4096,0.0,0.03125
5629,1,1,1024,0.0,0.00390625
5630,2,1,2048,0.0,0.015625
5631,4,-1,2048,0.0,0.03125
5632,4,-2,4096,0.0,0.0625
5633,2,1,4096,0.0,0.03125
5634,8,-1,4096,0.0,0.125
5635,4,1,4096,0.0,0.0625
5636,2,-1,4096,1.0,0.03125
5637,2,2,1024,0.0,0.0078125
5638,1,1,4096,0.0,0.015625
5639,8,-1,2048,0.0,0.0625
5640,8,1,2048,0.0,0.046875
5641,2,1,1024,0.0,0.0078125
5642,4,1,4096,0.0,0.0625
5643,4,1,1024,0.0,0.015625
5644,4,2,2048,0.0,0.03125
5645,1,-1,1024,0.0,0.00390625
5646,8,-1,2048,0.0,0.0546875
5647,8,-1,2048,0.0,0.0625
5648,8,1,2048,0.0,0.0625
5649,8,2,2048,0.0,0.0546875
5650,8,1,4096,0.0,0.125
5651,4,-2,4096,0.0,0.0625
5652,1,2,2048,0.0,0.0078125
